Entry	Keywords
Q86U37	Complete proteome; Reference proteome
Q8N690	Alternative splicing; Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
Q8TAD7	Complete proteome; Reference proteome
Q96KT0	Complete proteome; Reference proteome
Q96KX1	Complete proteome; Polymorphism; Reference proteome
Q96PI1	Complete proteome; Cytoplasm; Keratinization; Polymorphism; Reference proteome
Q96PS6	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q96S95	Complete proteome; Cytoplasm; Nucleus; Protein kinase inhibitor; Reference proteome
Q9BYP9	Alternative splicing; Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q9BYR6	Complete proteome; Keratin; Reference proteome; Repeat
Q9BYR7	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q9NP84	3D-structure; Alternative splicing; Angiogenesis; Apoptosis; Cell adhesion; Complete proteome; Developmental protein; Differentiation; Disulfide bond; Membrane; Receptor; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q9UHT4	Complete proteome; Reference proteome
A0A075B7F0	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A087WSX4	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A096LP31	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A0A0B4J1U8	Complete proteome; Reference proteome; Signal
A0A0B4J1X5	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH32	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH35	Complete proteome; Proteomics identification; Reference proteome; Signal
A0A0C4DH42	Complete proteome; Reference proteome; Signal
A6NGB0	Coiled coil; Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A6NGZ8	Cell membrane; Complete proteome; Membrane; Reference proteome; Signal; Transmembrane; Transmembrane helix
C9J3V5	Complete proteome; Cytoplasm; Cytoplasmic vesicle; Reference proteome
O43908	Complete proteome; Disulfide bond; Membrane; Polymorphism; Receptor; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
O95298	Alternative splicing; Complete proteome; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Polymorphism; Reference proteome; Respiratory chain; Transmembrane; Transmembrane helix; Transport
O95399	Alternative splicing; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Disulfide bond; Hormone; Polymorphism; Reference proteome; Secreted; Signal
P01286	3D-structure; Alternative splicing; Amidation; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Pharmaceutical; Polymorphism; Reference proteome; Secreted; Signal
P01607	3D-structure; Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01624	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01706	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P01708	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P01710	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P01718	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01719	Bence-Jones protein; Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P01764	3D-structure; Complete proteome; Immunoglobulin V region; Immunoglobulin domain; Polymorphism; Reference proteome; Signal
P01772	3D-structure; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
