Entry	Keywords
Q96EV2	Acetylation; Alternative splicing; Coiled coil; Complete proteome; Phosphoprotein; Polymorphism; RNA-binding; Reference proteome
Q96IZ7	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Nucleus; Phosphoprotein; Reference proteome; mRNA processing; mRNA splicing
Q96MT8	Acetylation; Alternative splicing; Cell cycle; Cell division; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; DNA damage; Dwarfism; Mental retardation; Mitosis; Polymorphism; Reference proteome
Q96Q35	Acetylation; Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q9BZW7	Alternative splicing; Complete proteome; Cytoplasm; Membrane; Nucleus; Phosphoprotein; Reference proteome
Q9NNX1	Alternative splicing; Biomineralization; Coiled coil; Complete proteome; Polymorphism; Reference proteome; Secreted
Q9P206	Alternative splicing; Complete proteome; Lipoprotein; Myristate; Phosphoprotein; Polymorphism; Reference proteome
Q9UFE4	Alternative splicing; Cell projection; Ciliopathy; Cilium; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Phosphoprotein; Polymorphism; Primary ciliary dyskinesia; Reference proteome
Q9Y6A5	Acetylation; Coiled coil; Complete proteome; Cytoplasm; Phosphoprotein; Polymorphism; Reference proteome
A5YM69	Complete proteome; Phosphoprotein; Reference proteome
A6NHQ4	Complete proteome; Phosphoprotein; Reference proteome
A6NNJ1	Complete proteome; Reference proteome
E2RYF6	Complete proteome; Membrane; Polymorphism; Reference proteome; Repeat; Signal; Transmembrane; Transmembrane helix
O43516	3D-structure; Actin-binding; Alternative splicing; Cell projection; Complete proteome; Cytoplasm; Cytoplasmic vesicle; Cytoskeleton; Phosphoprotein; Polymorphism; Reference proteome; Repeat
O94986	3D-structure; Alternative splicing; Cilium biogenesis/degradation; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Disease mutation; Dwarfism; Mental retardation; Polymorphism; Primary microcephaly; Reference proteome
P13805	Alternative splicing; Complete proteome; Muscle protein; Nemaline myopathy; Phosphoprotein; Reference proteome
P54259	Acetylation; Cell junction; Complete proteome; Cytoplasm; Epilepsy; Neurodegeneration; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Transcription; Transcription regulation; Triplet repeat expansion
Q07065	Acetylation; Cell membrane; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Direct protein sequencing; Endoplasmic reticulum; Lipoprotein; Membrane; Palmitate; Phosphoprotein; Polymorphism; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q0VF96	Alternative splicing; Cell junction; Chromosomal rearrangement; Coiled coil; Complete proteome; Phosphoprotein; Polymorphism; Reference proteome; Tight junction
Q13428	Acetylation; Alternative splicing; Complete proteome; Direct protein sequencing; Disease mutation; Isopeptide bond; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Transport; Ubl conjugation
Q14781	3D-structure; Alternative splicing; Chromatin regulator; Complete proteome; DNA-binding; Differentiation; Disease mutation; Nucleus; Reference proteome; Repressor; Sexual differentiation; Transcription; Transcription regulation
Q16630	3D-structure; Alternative splicing; Complete proteome; Direct protein sequencing; Nucleus; Phosphoprotein; RNA-binding; Reference proteome; mRNA processing
Q1ED39	Complete proteome; Isopeptide bond; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
Q53EZ4	3D-structure; Alternative splicing; Cell cycle; Cell division; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Mitosis; Phosphoprotein; Polymorphism; Reference proteome
Q5H9L2	Complete proteome; Nucleus; Phosphoprotein; Reference proteome; Transcription; Transcription regulation
Q5TF21	Coiled coil; Complete proteome; Membrane; Phosphoprotein; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q5TZA2	Alternative splicing; Cell cycle; Cilium biogenesis/degradation; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Phosphoprotein; Polymorphism; Reference proteome
Q69YQ0	Alternative splicing; Cell cycle; Cell division; Cell junction; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Disease mutation; Gap junction; Phosphoprotein; Polymorphism; Reference proteome
Q6IPM2	Alternative splicing; Coiled coil; Complete proteome; Phosphoprotein; Polymorphism; Reference proteome; Repeat
Q6ZRK6	Alternative splicing; Coiled coil; Complete proteome; Reference proteome
Q6ZUS6	Alternative splicing; Coiled coil; Complete proteome; Reference proteome
Q86YD7	Complete proteome; Polymorphism; Reference proteome
Q86YF9	Alternative splicing; Cell projection; Cilium; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Developmental protein; Differentiation; Metal-binding; Nucleus; Polymorphism; Reference proteome; Spermatogenesis; Zinc; Zinc-finger
Q8N0S2	Alternative splicing; Cell cycle; Cell division; Chromosome; Coiled coil; Complete proteome; Meiosis; Nucleus; Polymorphism; Reference proteome
Q8N998	Coiled coil; Complete proteome; Cytoplasm; Nucleus; Phosphoprotein; Reference proteome
Q8TC20	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q8TD10	Alternative splicing; Chromosomal rearrangement; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q8TF74	Actin-binding; Alternative splicing; Complete proteome; Cytoplasm; Cytoskeleton; Reference proteome
Q8WXW3	Alternative splicing; Complete proteome; Cytoplasm; Cytoskeleton; Immunity; Nucleus; Polymorphism; Reference proteome; Secreted
Q96CN9	Coiled coil; Complete proteome; Cytoplasm; Golgi apparatus; Membrane; Polymorphism; Reference proteome
Q96IZ0	3D-structure; Apoptosis; Coiled coil; Complete proteome; Cytoplasm; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Transcription; Transcription regulation
Q96M34	Complete proteome; Polymorphism; Reference proteome
Q96ST8	Alternative splicing; Cilium biogenesis/degradation; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Mitochondrion; Phosphoprotein; Polymorphism; Reference proteome
Q9HCM1	Complete proteome; Phosphoprotein; Polymorphism; Reference proteome
Q9NUD7	Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q9ULD2	Alternative splicing; Cell membrane; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Disease mutation; Golgi apparatus; Membrane; Microtubule; Mitochondrion; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Tumor suppressor
Q9ULJ1	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q9Y228	Alternative splicing; Coiled coil; Complete proteome; Isopeptide bond; Membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix; Ubl conjugation
Q9Y6D9	3D-structure; Acetylation; Alternative splicing; Cell cycle; Cell division; Centromere; Chromosome; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Disease mutation; Isopeptide bond; Kinetochore; Mitosis; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
A2RUR9	Alternative splicing; Coiled coil; Complete proteome; Isopeptide bond; Reference proteome; Ubl conjugation
A6NKC0	Complete proteome; Reference proteome
A6NL46	Complete proteome; Reference proteome
A8MXJ8	Complete proteome; Reference proteome
A8MXZ1	Complete proteome; Reference proteome
O15234	3D-structure; ADP-ribosylation; Coiled coil; Complete proteome; Cytoplasm; Nonsense-mediated mRNA decay; Nucleus; Phosphoprotein; RNA-binding; Reference proteome; Stress response; Translation regulation; Transport; Ubl conjugation; mRNA processing; mRNA splicing; mRNA transport
O95218	3D-structure; Acetylation; Alternative splicing; Complete proteome; Metal-binding; Nucleus; Phosphoprotein; Polymorphism; RNA-binding; Reference proteome; Repeat; Zinc; Zinc-finger; mRNA processing; mRNA splicing
O95613	Alternative splicing; Calmodulin-binding; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Dwarfism; Microtubule; Phosphoprotein; Polymorphism; Reference proteome
P0C7W6	Coiled coil; Complete proteome; Reference proteome
P10636	3D-structure; Acetylation; Alternative splicing; Alzheimer disease; Cell membrane; Cell projection; Complete proteome; Cytoplasm; Cytoskeleton; Direct protein sequencing; Disease mutation; Disulfide bond; Glycation; Glycoprotein; Isopeptide bond; Membrane; Microtubule; Neurodegeneration; Parkinsonism; Phosphoprotein; Polymorphism; Reference proteome; Repeat; Ubl conjugation
P23327	Calcium; Complete proteome; Phosphoprotein; Polymorphism; Reference proteome; Repeat; Sarcoplasmic reticulum; Signal
P45379	3D-structure; Acetylation; Alternative splicing; Cardiomyopathy; Complete proteome; Direct protein sequencing; Disease mutation; Muscle protein; Phosphoprotein; Polymorphism; Reference proteome
P49756	3D-structure; Acetylation; Alternative splicing; Complete proteome; Cytoplasm; Direct protein sequencing; Isopeptide bond; Nucleus; Phosphoprotein; RNA-binding; Reference proteome; Ubl conjugation; mRNA processing; mRNA splicing
Q0VD83	Alternative splicing; Atherosclerosis; Cell membrane; Cholesterol metabolism; Chylomicron; Complete proteome; Direct protein sequencing; LDL; Lipid metabolism; Lipid transport; Membrane; Phosphoprotein; Polymorphism; Receptor; Reference proteome; Steroid metabolism; Sterol metabolism; Transport; VLDL
Q0VFZ6	Coiled coil; Complete proteome; Reference proteome
Q13061	Alternative splicing; Cell membrane; Complete proteome; Disease mutation; Disulfide bond; Glycoprotein; Membrane; Phosphoprotein; Polymorphism; Reference proteome; Sarcoplasmic reticulum; Transmembrane; Transmembrane helix
Q3BBV1	Coiled coil; Complete proteome; Cytoplasm; Reference proteome; Repeat
Q3BBW0	Coiled coil; Complete proteome; Cytoplasm; Reference proteome; Repeat
Q3SY00	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q49MG5	Acetylation; Alternative splicing; Cell cycle; Cell division; Coiled coil; Complete proteome; Cytoplasm; Cytoskeleton; Microtubule; Mitosis; Phosphoprotein; Polymorphism; Reference proteome
Q4L180	Alternative splicing; Coiled coil; Complete proteome; Cytoplasm; Membrane; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
Q5HY64	Complete proteome; Polymorphism; Reference proteome
Q5QJE6	Coiled coil; Complete proteome; Isopeptide bond; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Transcription; Transcription regulation; Ubl conjugation
Q5VSY0	Alternative splicing; Coiled coil; Complete proteome; Golgi apparatus; Phosphoprotein; Reference proteome
