Entry	Keywords
Q30KQ9	Alternative splicing; Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
P01719	Bence-Jones protein; Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P60022	3D-structure; Antibiotic; Antimicrobial; Complete proteome; Defensin; Direct protein sequencing; Disulfide bond; Polymorphism; Reference proteome; Secreted; Signal
Q9Y5U9	Complete proteome; Diabetes mellitus; Disease mutation; Endoplasmic reticulum; Epilepsy; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q96A04	Chaperone; Complete proteome; Polymorphism; Reference proteome
Q3MIV0	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
P58876	Acetylation; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q96EH5	Complete proteome; Reference proteome; Ribonucleoprotein; Ribosomal protein
Q9Y605	Coiled coil; Complete proteome; Cytoplasm; Nucleus; Reference proteome
P04733	Acetylation; Cadmium; Complete proteome; Copper; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Reference proteome; Zinc
O43920	Complete proteome; Disulfide bond; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Polymorphism; Reference proteome; Respiratory chain; Transport
Q9P2W6	Complete proteome; Cytoplasm; Reference proteome
A0A075B6Q5	Complete proteome; Proteomics identification; Reference proteome; Signal
P01615	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q5TA79	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q6UWF3	Alternative splicing; Complete proteome; Lipoprotein; Membrane; Palmitate; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix
Q16048	Complete proteome; Reference proteome
Q9BYQ6	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
P61927	3D-structure; Acetylation; Complete proteome; Metal-binding; Phosphoprotein; Polymorphism; RNA-binding; Reference proteome; Ribonucleoprotein; Ribosomal protein; Zinc; Zinc-finger; rRNA-binding
A0A0C4DH37	Complete proteome; Reference proteome; Signal
P0C5Y4	Complete proteome; Keratin; Reference proteome; Repeat
Q6NUR6	Complete proteome; Reference proteome
P55056	Complete proteome; Glycoprotein; Lipid transport; Polymorphism; Reference proteome; Secreted; Signal; Transport
Q99879	Acetylation; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
P56134	ATP synthesis; Acetylation; Alternative splicing; CF(0); Complete proteome; Hydrogen ion transport; Ion transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix; Transport
Q5T1S8	Cell membrane; Complete proteome; Glycoprotein; Membrane; Reference proteome; Transmembrane; Transmembrane helix
O95168	Acetylation; Alternative splicing; Complete proteome; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Phosphoprotein; Reference proteome; Respiratory chain; Transmembrane; Transmembrane helix; Transport
A0A0C4DH42	Complete proteome; Reference proteome; Signal
P59022	Complete proteome; Reference proteome
Q71DI3	3D-structure; Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Direct protein sequencing; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
Q8IUG1	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
O14604	Actin-binding; Complete proteome; Cytoplasm; Cytoskeleton; Reference proteome
P01818	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
O75438	Alternative splicing; Complete proteome; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Respiratory chain; Transmembrane; Transmembrane helix; Transport
Q5TA76	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q99877	Acetylation; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q96KX1	Complete proteome; Polymorphism; Reference proteome
A6NGG3	Alternative splicing; Complete proteome; Reference proteome
Q3SYF9	Complete proteome; Keratin; Reference proteome; Repeat
Q3LHN1	Complete proteome; Keratin; Reference proteome; Repeat
A6NMA1	Complete proteome; Reference proteome
P57738	Acetylation; Chromosomal rearrangement; Complete proteome; Glycoprotein; Membrane; Proto-oncogene; Reference proteome; Transmembrane; Transmembrane helix
Q3LHN0	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
P01622	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
A0A087X204	Complete proteome; Reference proteome
A6NHY6	Complete proteome; Reference proteome
Q3SY46	Complete proteome; Keratin; Reference proteome; Repeat
S4R3C0	Complete proteome; Reference proteome; Signal
P58511	Coiled coil; Complete proteome; Membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q5W5W9	Alternative splicing; Cleavage on pair of basic residues; Complete proteome; Endoplasmic reticulum; Golgi apparatus; Reference proteome; Secreted; Signal
P15516	Antibiotic; Antimicrobial; Biomineralization; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Fungicide; Metal-binding; Polymorphism; Reference proteome; Secreted; Signal
Q5QNW6	Acetylation; Alternative splicing; Chromosome; Complete proteome; DNA-binding; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q9BTL3	Acetylation; Complete proteome; Nucleus; Phosphoprotein; RNA-binding; Reference proteome; mRNA capping; mRNA processing
Q16777	Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q8WWF6	3D-structure; Chaperone; Complete proteome; Polymorphism; Reference proteome
Q5JQF7	Complete proteome; Polymorphism; Reference proteome
P35542	Acute phase; Complete proteome; Direct protein sequencing; Glycoprotein; HDL; Polymorphism; Reference proteome; Secreted; Signal
Q5TBE3	Alternative splicing; Complete proteome; Reference proteome
Q9Y3U8	3D-structure; Acetylation; Complete proteome; Direct protein sequencing; Polymorphism; Reference proteome; Ribonucleoprotein; Ribosomal protein
Q8N0T1	Acetylation; Alternative splicing; Complete proteome; Reference proteome
Q9NZ81	Alternative splicing; Complete proteome; Nucleus; Reference proteome; Transcription; Transcription regulation
A0A075B6K3	Complete proteome; Proteomics identification; Reference proteome; Signal
Q504U0	Complete proteome; Cytoplasm; Reference proteome
Q6UWT4	Alternative splicing; Complete proteome; Polymorphism; Reference proteome; Secreted; Signal
A0A0B4J2B5	Complete proteome; Proteomics identification; Reference proteome
Q5T751	Complete proteome; Keratinization; Polymorphism; Reference proteome
P20366	3D-structure; Alternative splicing; Amidation; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Neuropeptide; Neurotransmitter; Reference proteome; Secreted; Signal
Q8WXC6	Alternative splicing; Complete proteome; Phosphoprotein; Reference proteome
P60602	Alternative splicing; Antibiotic; Antimicrobial; Complete proteome; Membrane; Mitochondrion; Mitochondrion inner membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q9GZP8	Acetylation; Alternative splicing; Complete proteome; Nucleus; Reference proteome
Q9UGL9	Complete proteome; Polymorphism; Reference proteome
P10092	Amidation; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Disulfide bond; Hormone; Reference proteome; Secreted; Signal
P56378	Alternative splicing; Complete proteome; Membrane; Mitochondrion; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
A6NJ69	Complete proteome; Reference proteome; Secreted; Signal
P07438	Acetylation; Cadmium; Complete proteome; Copper; Metal-binding; Metal-thiolate cluster; Reference proteome; Zinc
Q9BQ49	Complete proteome; Membrane; Reference proteome; Signal; Transmembrane; Transmembrane helix
P01605	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P61960	3D-structure; Alternative splicing; Complete proteome; Cytoplasm; Isopeptide bond; Nucleus; Reference proteome; Ubl conjugation; Ubl conjugation pathway
Q5TCM9	Complete proteome; Keratinization; Polymorphism; Reference proteome
Q9NSA3	3D-structure; Complete proteome; Cytoplasm; Nucleus; Phosphoprotein; Reference proteome; Wnt signaling pathway
O43677	Complete proteome; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Respiratory chain; Transit peptide; Transmembrane; Transmembrane helix; Transport
O95399	Alternative splicing; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Disulfide bond; Hormone; Polymorphism; Reference proteome; Secreted; Signal
P01776	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q52MB2	Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q8IVY1	Cell membrane; Complete proteome; Endosome; Glycoprotein; Membrane; Polymorphism; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q5T292	Alternative splicing; Complete proteome; Membrane; Polymorphism; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q9BZ98	Complete proteome; Reference proteome
Q9HBQ8	Alternative splicing; Complete proteome; Polymorphism; Reference proteome
P22466	Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Hormone; Neuropeptide; Phosphoprotein; Polymorphism; Reference proteome; Secreted; Signal
U3KQ68	Complete proteome; Reference proteome
Q8N1F1	Complete proteome; Mitochondrion; Polymorphism; Reference proteome; Transit peptide
P83593	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q96KT0	Complete proteome; Reference proteome
P84243	3D-structure; Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Direct protein sequencing; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
P80748	3D-structure; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q3LI66	Complete proteome; Keratin; Reference proteome; Repeat
Q9NRY2	3D-structure; Acetylation; Alternative splicing; Complete proteome; DNA damage; DNA repair; Nucleus; Reference proteome
P0C7L1	Complete proteome; Disulfide bond; Glycoprotein; Polymorphism; Protease inhibitor; Reference proteome; Repeat; Secreted; Serine protease inhibitor; Signal
Q3MUY2	Complete proteome; Direct protein sequencing; Endoplasmic reticulum; GPI-anchor biosynthesis; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P13640	Acetylation; Alternative splicing; Cadmium; Complete proteome; Copper; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Reference proteome; Zinc
Q9UNZ5	Complete proteome; Polymorphism; Reference proteome
Q9H606	Complete proteome; Reference proteome
Q5TA77	Complete proteome; Keratinization; Reference proteome
P01607	3D-structure; Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q9HBF5	Complete proteome; Polymorphism; Reference proteome; Tumor suppressor
P01780	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
A2RUT3	Complete proteome; Membrane; Polymorphism; Reference proteome; Signal; Transmembrane; Transmembrane helix
Q6ZR85	Complete proteome; Reference proteome
Q9UHZ2	Complete proteome; Reference proteome
P01722	Bence-Jones protein; Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q8NHW6	Complete proteome; Polymorphism; Reference proteome; Secreted; Signal
P0CW19	Alternative splicing; Complete proteome; Cytoplasm; LIM domain; Metal-binding; Reference proteome; Zinc
P04209	Amyloid; Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
A0A0B4J1Y9	Complete proteome; Proteomics identification; Reference proteome; Signal
Q9BYP9	Alternative splicing; Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q71RC9	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P01769	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
B3EWG4	Complete proteome; Reference proteome
Q9Y675	Complete proteome; Nucleus; Reference proteome
Q96DE5	3D-structure; Acetylation; Cell cycle; Cell division; Complete proteome; Cytoplasm; Mitosis; Nucleus; Reference proteome; Ubl conjugation pathway
O15239	Complete proteome; Disease mutation; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Polymorphism; Reference proteome; Respiratory chain; Transmembrane; Transmembrane helix; Transport
Q8TCD1	Complete proteome; Polymorphism; Reference proteome
O14519	3D-structure; Alternative splicing; Cell cycle; Complete proteome; Disulfide bond; Phosphoprotein; Reference proteome; Tumor suppressor
Q8N812	Complete proteome; Polymorphism; Reference proteome
Q969F0	Complete proteome; Membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
Q9BXZ3	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
B2RUZ4	Blood group antigen; Complete proteome; Direct protein sequencing; Disulfide bond; Membrane; Phosphoprotein; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
P01773	Complete proteome; Direct protein sequencing; Disulfide bond; Glycoprotein; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
P04208	3D-structure; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
A0A075B6J0	Complete proteome; Proteomics identification; Reference proteome; Signal
Q9Y5V0	Complete proteome; Cytoplasm; Metal-binding; Nucleus; Reference proteome; Repressor; Translation regulation; Zinc; Zinc-finger
P04553	3D-structure; Chromosome; Complete proteome; DNA condensation; DNA-binding; Developmental protein; Differentiation; Direct protein sequencing; Disulfide bond; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Spermatogenesis
A2RRL7	Alternative splicing; Complete proteome; Membrane; Reference proteome; Signal; Transmembrane; Transmembrane helix
P01593	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P61513	3D-structure; Complete proteome; Metal-binding; Reference proteome; Ribonucleoprotein; Ribosomal protein; Zinc; Zinc-finger
H0YGX0	Complete proteome; Reference proteome
Q0VAF6	Complete proteome; Cytoplasmic vesicle; Disulfide bond; Exocytosis; Membrane; Polymorphism; Reference proteome; Signal
P01762	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
Q9H1Z8	Cleavage on pair of basic residues; Complete proteome; Cytoplasmic vesicle; Polymorphism; Reference proteome; Secreted; Signal
A0A087WSX2	Complete proteome; Reference proteome; Signal
Q3LI67	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
P62891	3D-structure; Complete proteome; Reference proteome; Ribonucleoprotein; Ribosomal protein
Q96QK8	Complete proteome; Endoplasmic reticulum; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P01303	3D-structure; Amidation; Cleavage on pair of basic residues; Complete proteome; Neuropeptide; Phosphoprotein; Polymorphism; Reference proteome; Secreted; Signal
H3BS24	Complete proteome; Reference proteome
Q9Y6C7	Complete proteome; Reference proteome
P01602	Complete proteome; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Polymorphism; Reference proteome; Signal
A0A096LPL3	Complete proteome; Reference proteome
P02795	3D-structure; Acetylation; Complete proteome; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Polymorphism; Reference proteome; Zinc
O15263	3D-structure; Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
Q9UHF0	3D-structure; Alternative splicing; Amidation; Cleavage on pair of basic residues; Complete proteome; Disease mutation; Hypogonadotropic hypogonadism; Neuropeptide; Reference proteome; Secreted; Signal
O43908	Complete proteome; Disulfide bond; Membrane; Polymorphism; Receptor; Reference proteome; Signal-anchor; Transmembrane; Transmembrane helix
Q5JXX7	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
P15954	Acetylation; Complete proteome; Direct protein sequencing; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Transit peptide; Transmembrane; Transmembrane helix
P01608	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q5TA78	Complete proteome; Keratinization; Polymorphism; Reference proteome
O95424	Complete proteome; Reference proteome
Q8TAP9	Cell cycle; Cell division; Complete proteome; Cytoplasm; Cytoskeleton; Disease mutation; Mitosis; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
Q14602	Complete proteome; Reference proteome
Q4QY38	Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
Q96A98	Cleavage on pair of basic residues; Complete proteome; Neuropeptide; Reference proteome; Secreted; Signal
P01610	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Monoclonal antibody; Reference proteome
Q9BYR0	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q9HBX3	Complete proteome; Polymorphism; Reference proteome
Q7Z4W3	Complete proteome; Keratin; Reference proteome; Repeat
O75531	3D-structure; Acetylation; Chromosome; Complete proteome; Cytoplasm; DNA-binding; Disease mutation; Host-virus interaction; Nucleus; Phosphoprotein; Reference proteome
Q9NPF7	3D-structure; Antiviral defense; Complete proteome; Cytokine; Disulfide bond; Immunity; Inflammatory response; Innate immunity; Reference proteome; Secreted; Signal; Tissue remodeling
A0A0A0MT93	Complete proteome; Reference proteome
Q6NXT2	3D-structure; Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Polymorphism; Reference proteome
A0A075B6W2	Complete proteome; Reference proteome
P01742	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
Q5T1J6	Complete proteome; Reference proteome
A6NFZ4	Complete proteome; Reference proteome; Secreted; Signal
Q9UHT4	Complete proteome; Reference proteome
O14957	Complete proteome; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Respiratory chain; Transmembrane; Transmembrane helix; Transport
P0C0S8	3D-structure; Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
A8MWP6	Alternative splicing; Complete proteome; Reference proteome
Q9H3B4	Complete proteome; Reference proteome
O14633	Complete proteome; Keratinization; Polymorphism; Reference proteome
P01770	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
Q9P2X8	Complete proteome; Reference proteome
Q8IUE6	Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
Q9BT56	Amidation; Cleavage on pair of basic residues; Complete proteome; Cytoplasmic vesicle; Hormone; Reference proteome; Secreted; Signal
Q9BYE3	Complete proteome; Keratinization; Polymorphism; Reference proteome
A0A0C4DH36	Complete proteome; Proteomics identification; Reference proteome; Signal
P01775	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
Q86SH4	Complete proteome; Glycoprotein; Polymorphism; Reference proteome; Secreted; Signal
Q9BYR6	Complete proteome; Keratin; Reference proteome; Repeat
Q93077	Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q13956	Complete proteome; Hydrolase; Reference proteome; Sensory transduction; Vision; cGMP
Q8N112	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A0A0C4DH31	Complete proteome; Proteomics identification; Reference proteome; Signal
P01595	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
A0A0B4J1X5	Complete proteome; Proteomics identification; Reference proteome; Signal
Q75MW2	Alternative splicing; Coiled coil; Complete proteome; Polymorphism; Reference proteome
Q1T7F1	Complete proteome; Cytoplasm; Disulfide bond; Reference proteome
Q96HG1	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q96PS6	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q30KQ7	Antibiotic; Antimicrobial; Complete proteome; Defensin; Disulfide bond; Reference proteome; Secreted; Signal
Q3LI58	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q5JTB6	Complete proteome; Reference proteome; Secreted; Signal
Q7L7L0	Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
P01772	3D-structure; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
Q8N4K4	Complete proteome; Membrane; Phosphoprotein; Reference proteome; Transmembrane; Transmembrane helix
O95178	Complete proteome; Direct protein sequencing; Electron transport; Membrane; Mitochondrion; Mitochondrion inner membrane; Reference proteome; Respiratory chain; Transit peptide; Transport
Q8NEX6	Complete proteome; Reference proteome; Secreted; Signal
Q9BYR9	Complete proteome; Keratin; Reference proteome; Repeat
P57053	Acetylation; Antibiotic; Antimicrobial; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q7Z5L4	Complete proteome; Developmental protein; Differentiation; Membrane; Mitochondrion; Mitochondrion outer membrane; Phosphoprotein; Polymorphism; Reference proteome; Spermatogenesis; Transit peptide
Q9NUB4	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q6XCG6	Complete proteome; Reference proteome
P80297	Acetylation; Cadmium; Complete proteome; Copper; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Phosphoprotein; Reference proteome; Zinc
Q16778	3D-structure; Acetylation; Antibiotic; Antimicrobial; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
P01712	Bence-Jones protein; Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Pyrrolidone carboxylic acid; Reference proteome
Q52LG2	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
Q99880	Acetylation; Chromosome; Complete proteome; DNA-binding; Direct protein sequencing; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Ubl conjugation
Q96KF2	Complete proteome; Nucleus; Polymorphism; Reference proteome
Q0P5P2	Complete proteome; Reference proteome; Secreted; Signal
A0A0A0MS15	Complete proteome; Proteomics identification; Reference proteome; Signal
A6NJS3	Complete proteome; Disulfide bond; Immunoglobulin domain; Reference proteome; Secreted; Signal
Q8NC38	Complete proteome; Reference proteome
P18545	3D-structure; Acetylation; Complete proteome; Hydrolase; Polymorphism; Reference proteome; Retinitis pigmentosa; Sensory transduction; Vision; cGMP
P04554	3D-structure; Alternative splicing; Chromosome; Complete proteome; DNA condensation; DNA-binding; Developmental protein; Differentiation; Direct protein sequencing; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Spermatogenesis
A0A0A0MT99	Complete proteome; Reference proteome
Q9UBP8	Complete proteome; Reference proteome
P81605	3D-structure; Acetylation; Alternative splicing; Antibiotic; Antimicrobial; Complete proteome; Direct protein sequencing; Fungicide; Hydrolase; Manganese; Protease; Reference proteome; Secreted; Signal
H0YL09	Complete proteome; Reference proteome
Q8IUC3	Complete proteome; Keratin; Reference proteome; Repeat
Q8N3F0	Alternative splicing; Complete proteome; Developmental protein; Reference proteome
Q6FI13	Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
O15453	Complete proteome; Polymorphism; Reference proteome
Q9Y5L5	Complete proteome; Reference proteome
Q9BWJ5	Acetylation; Complete proteome; Nucleus; Phosphoprotein; Reference proteome; Spliceosome; mRNA processing; mRNA splicing
Q9HCN2	Alternative splicing; Apoptosis; Complete proteome; Mitochondrion; Polymorphism; Reference proteome
Q08648	Alternative splicing; Complete proteome; Glycoprotein; Polymorphism; Reference proteome; Secreted; Signal
Q8N7L0	Complete proteome; Polymorphism; Reference proteome
P81172	3D-structure; Antibiotic; Antimicrobial; Cleavage on pair of basic residues; Complete proteome; Direct protein sequencing; Disease mutation; Disulfide bond; Fungicide; Hormone; Reference proteome; Secreted; Signal
A0A0B4J1V1	Complete proteome; Proteomics identification; Reference proteome; Signal
P68431	3D-structure; Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Direct protein sequencing; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q5VU69	Complete proteome; Reference proteome
P22532	Complete proteome; Cytoplasm; Keratinization; Polymorphism; Reference proteome; Repeat
O96002	Complete proteome; Membrane; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
P04732	Acetylation; Alternative splicing; Cadmium; Complete proteome; Copper; Direct protein sequencing; Metal-binding; Metal-thiolate cluster; Reference proteome; Zinc
Q629K1	Complete proteome; Endoplasmic reticulum; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q96EE4	Complete proteome; Glycoprotein; Reference proteome; Secreted; Signal
Q3LHN2	Complete proteome; Keratin; Polymorphism; Reference proteome; Repeat
P01624	Complete proteome; Direct protein sequencing; Disulfide bond; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
O75324	3D-structure; Complete proteome; Membrane; Mitochondrion; Mitochondrion outer membrane; Phosphoprotein; Polymorphism; Reference proteome; Transmembrane; Transmembrane helix
M0R384	Complete proteome; Reference proteome
P01781	Complete proteome; Direct protein sequencing; Immunoglobulin V region; Immunoglobulin domain; Reference proteome
P0CW20	Complete proteome; LIM domain; Metal-binding; Reference proteome; Zinc
Q9H379	Complete proteome; Reference proteome
A6NIN4	Complete proteome; Reference proteome
Q8N912	Cell membrane; Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
Q05952	Chromosome; Complete proteome; DNA-binding; Developmental protein; Differentiation; Metal-binding; Nucleosome core; Nucleus; Phosphoprotein; Polymorphism; Reference proteome; Spermatogenesis; Zinc
Q9BZL3	Complete proteome; Membrane; Reference proteome; Transmembrane; Transmembrane helix
A6NGS2	Complete proteome; Reference proteome
A0A096LPI7	
P09430	Chromosome; Complete proteome; DNA-binding; Developmental protein; Differentiation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Spermatogenesis
Q5T319	Alternative splicing; Complete proteome; Reference proteome
P33778	3D-structure; Acetylation; Chromosome; Complete proteome; DNA-binding; Glycoprotein; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
Q96QV6	Acetylation; Chromosome; Citrullination; Complete proteome; DNA-binding; Isopeptide bond; Methylation; Nucleosome core; Nucleus; Phosphoprotein; Reference proteome; Ubl conjugation
A0A0C4DH35	Complete proteome; Proteomics identification; Reference proteome; Signal
